Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption	HasSixToes
HG01471	CLM	AMR	true	false	6	false
HG01473	CLM	AMR	false	false	3	false
HG01474	CLM	AMR	true	false	4	false
HG01477	CLM	AMR	true	false	5	false
HG01479	CLM	AMR	false	true	4	false
HG01480	CLM	AMR	true	false	4	false
HG01481	CLM	AMR	true	false	3	false
HG01482	CLM	AMR	false	true	2	false
HG01483	CLM	AMR	true	true	1	false
HG01484	CLM	AMR	true	false	6	false
HG01485	CLM	AMR	false	false	7	false
HG01486	CLM	AMR	true	true	2	false
HG01487	CLM	AMR	true	false	7	false
HG01488	CLM	AMR	false	true	4	false
HG01489	CLM	AMR	true	false	2	false
HG01490	CLM	AMR	true	true	4	false
HG01491	CLM	AMR	false	false	4	false
HG01492	CLM	AMR	true	true	7	false
HG01493	CLM	AMR	true	false	4	false
HG01494	CLM	AMR	false	false	7	false
HG01495	CLM	AMR	true	false	5	false
HG01496	CLM	AMR	true	true	3	false
HG01497	CLM	AMR	false	true	3	false
HG01498	CLM	AMR	true	false	5	false
HG01499	CLM	AMR	false	true	3	false
HG01500	IBS	EUR	false	false	3	false
HG01501	IBS	EUR	true	false	7	false
HG01502	IBS	EUR	false	false	1	false
HG01503	IBS	EUR	false	true	5	false
HG01504	IBS	EUR	true	true	4	false
HG01505	IBS	EUR	false	false	2	false
HG01506	IBS	EUR	false	false	2	false
HG01507	IBS	EUR	true	true	6	false
HG01508	IBS	EUR	false	true	4	false
HG01509	IBS	EUR	false	false	6	false
HG01510	IBS	EUR	true	true	2	false
HG01511	IBS	EUR	true	false	3	false
HG01512	IBS	EUR	false	false	3	false
HG01513	IBS	EUR	true	true	4	false
HG01514	IBS	EUR	true	true	3	false
HG01515	IBS	EUR	false	false	5	false
HG01516	IBS	EUR	true	false	3	false
HG01517	IBS	EUR	true	false	4	false
HG01518	IBS	EUR	false	false	5	false
HG01519	IBS	EUR	true	false	5	false
HG01520	IBS	EUR	true	true	5	false
HG01521	IBS	EUR	false	true	4	true
HG01522	IBS	EUR	true	true	5	false
HG01523	IBS	EUR	false	false	3	false
HG01524	IBS	EUR	false	true	4	false
HG01525	IBS	EUR	true	false	4	false
HG01526	IBS	EUR	false	true	3	false
HG01527	IBS	EUR	false	true	6	false
HG01528	IBS	EUR	true	true	3	false
HG01529	IBS	EUR	false	true	1	false
HG01530	IBS	EUR	false	true	2	false
HG01531	IBS	EUR	true	true	4	false
HG01532	IBS	EUR	false	false	4	false
HG01536	IBS	EUR	false	false	2	false
HG01537	IBS	EUR	true	true	6	false
HG01538	IBS	EUR	true	true	3	false
HG01550	CLM	AMR	false	false	6	false
HG01551	CLM	AMR	true	false	7	false
HG01552	CLM	AMR	false	true	4	false
HG01556	CLM	AMR	false	false	4	false
HG01565	PEL	AMR	false	true	6	false
HG01566	PEL	AMR	true	false	3	false
HG01567	PEL	AMR	true	true	4	false
HG01571	PEL	AMR	false	false	4	false
HG01572	PEL	AMR	true	false	3	false
HG01573	PEL	AMR	true	true	3	false
HG01577	PEL	AMR	false	true	5	false
HG01578	PEL	AMR	true	true	8	false
HG01579	PEL	AMR	false	true	6	false
HG01583	PJL	SAS	false	true	4	false
HG01586	PJL	SAS	false	true	5	false
HG01589	PJL	SAS	false	false	4	true
HG01590	PJL	SAS	true	true	4	false
HG01593	PJL	SAS	true	true	2	false
HG01594	PJL	SAS	false	false	6	false
HG01595	KHV	EAS	true	true	5	false
HG01596	KHV	EAS	false	false	3	false
HG01597	KHV	EAS	true	false	3	false
HG01598	KHV	EAS	true	true	3	false
HG01599	KHV	EAS	true	false	3	false
HG01600	KHV	EAS	true	false	1	false
HG01601	IBS	EUR	false	false	4	false
HG01602	IBS	EUR	true	true	5	false
HG01603	IBS	EUR	false	true	5	false
HG01604	IBS	EUR	true	false	6	false
HG01605	IBS	EUR	true	true	4	false
HG01606	IBS	EUR	false	false	7	false
HG01607	IBS	EUR	true	false	3	false
HG01608	IBS	EUR	false	false	5	false
HG01609	IBS	EUR	false	true	1	false
HG01610	IBS	EUR	false	true	6	false
HG01611	IBS	EUR	false	true	5	false
HG01612	IBS	EUR	true	true	2	false
HG01613	IBS	EUR	true	true	5	false
HG01614	IBS	EUR	true	true	9	false
HG01615	IBS	EUR	false	false	3	false
HG01616	IBS	EUR	true	true	2	false
HG01617	IBS	EUR	false	false	3	false
HG01618	IBS	EUR	true	true	3	false
HG01619	IBS	EUR	false	true	3	false
HG01620	IBS	EUR	true	false	7	false
HG01621	IBS	EUR	false	true	4	false
HG01622	IBS	EUR	true	false	5	false
HG01623	IBS	EUR	true	true	5	false
HG01624	IBS	EUR	false	true	5	false
HG01625	IBS	EUR	false	false	2	false
HG01626	IBS	EUR	true	false	4	false
HG01627	IBS	EUR	false	false	5	false
HG01628	IBS	EUR	true	false	4	false
HG01629	IBS	EUR	false	false	6	false
HG01630	IBS	EUR	false	false	5	false
HG01631	IBS	EUR	false	true	3	false
HG01632	IBS	EUR	true	false	3	false
HG01633	IBS	EUR	false	true	5	false
HG01667	IBS	EUR	false	true	1	false
HG01668	IBS	EUR	true	true	5	false
HG01669	IBS	EUR	false	false	3	false
HG01670	IBS	EUR	true	true	8	false
HG01671	IBS	EUR	false	false	3	false
HG01672	IBS	EUR	false	true	1	false
HG01673	IBS	EUR	true	false	2	false
HG01674	IBS	EUR	false	true	4	false
HG01675	IBS	EUR	false	true	6	false
HG01676	IBS	EUR	true	true	7	false
HG01677	IBS	EUR	true	true	8	false
HG01678	IBS	EUR	false	true	4	false
HG01679	IBS	EUR	true	true	3	false
HG01680	IBS	EUR	false	true	6	false
HG01681	IBS	EUR	true	false	4	false
HG01682	IBS	EUR	false	false	4	false
HG01683	IBS	EUR	false	false	5	false
HG01684	IBS	EUR	true	false	4	false
HG01685	IBS	EUR	true	true	1	false
HG01686	IBS	EUR	false	false	6	false
HG01687	IBS	EUR	true	true	0	false
HG01694	IBS	EUR	false	false	1	false
HG01695	IBS	EUR	true	false	4	false
HG01696	IBS	EUR	false	false	4	false
HG01697	IBS	EUR	true	true	5	false
HG01698	IBS	EUR	false	true	4	false
HG01699	IBS	EUR	false	false	3	false
HG01700	IBS	EUR	false	false	4	false
HG01701	IBS	EUR	false	true	3	false
HG01702	IBS	EUR	true	false	5	false
HG01703	IBS	EUR	false	true	8	false
HG01704	IBS	EUR	true	true	3	false
HG01705	IBS	EUR	false	true	5	false
HG01706	IBS	EUR	true	true	6	false
HG01707	IBS	EUR	true	false	6	false
HG01708	IBS	EUR	false	false	5	false
HG01709	IBS	EUR	false	false	4	true
HG01710	IBS	EUR	true	false	3	false
HG01711	IBS	EUR	true	true	6	true
HG01746	IBS	EUR	true	true	2	false
HG01747	IBS	EUR	false	false	1	false
HG01748	IBS	EUR	false	false	5	false
HG01755	IBS	EUR	true	true	3	false
HG01756	IBS	EUR	false	false	3	false
HG01757	IBS	EUR	true	true	5	false
HG01761	IBS	EUR	false	true	2	false
HG01762	IBS	EUR	true	false	5	false
HG01763	IBS	EUR	true	false	6	false
HG01764	IBS	EUR	true	true	4	false
HG01765	IBS	EUR	false	true	3	false
HG01766	IBS	EUR	true	false	5	false
HG01767	IBS	EUR	false	false	4	false
HG01768	IBS	EUR	true	true	5	false
HG01769	IBS	EUR	true	true	5	false
HG01770	IBS	EUR	true	false	5	false
HG01771	IBS	EUR	false	true	4	false
HG01772	IBS	EUR	true	false	3	false
HG01773	IBS	EUR	true	true	6	false
HG01774	IBS	EUR	false	true	3	false
HG01775	IBS	EUR	false	false	4	false
HG01776	IBS	EUR	true	false	3	false
HG01777	IBS	EUR	false	true	4	false
HG01778	IBS	EUR	false	false	4	false
HG01779	IBS	EUR	true	false	3	false
HG01780	IBS	EUR	false	false	6	false
HG01781	IBS	EUR	false	false	2	false
HG01782	IBS	EUR	true	false	2	false
HG01783	IBS	EUR	false	false	6	false
HG01784	IBS	EUR	true	true	3	false
HG01785	IBS	EUR	false	true	5	false
HG01786	IBS	EUR	true	false	3	false
HG01787	IBS	EUR	true	false	5	false
HG01789	GBR	EUR	false	false	6	false
HG01790	GBR	EUR	true	true	2	false
HG01791	GBR	EUR	false	false	4	false
HG01794	CDX	EAS	true	true	6	false
HG01795	CDX	EAS	true	false	4	false
HG01796	CDX	EAS	true	false	4	false
HG01797	CDX	EAS	true	true	2	false
HG01798	CDX	EAS	true	false	4	false
HG01799	CDX	EAS	true	false	5	false
HG01800	CDX	EAS	true	false	8	false
HG01801	CDX	EAS	true	true	5	false
HG01802	CDX	EAS	true	false	4	false
HG01804	CDX	EAS	true	true	5	false
HG01805	CDX	EAS	true	false	3	false
HG01806	CDX	EAS	true	false	4	false
HG01807	CDX	EAS	true	false	4	false
HG01808	CDX	EAS	true	false	4	false
HG01809	CDX	EAS	true	false	4	false
HG01810	CDX	EAS	false	false	2	false
HG01811	CDX	EAS	false	false	6	false
HG01812	CDX	EAS	true	false	6	false
HG01813	CDX	EAS	true	false	5	false
HG01815	CDX	EAS	true	false	3	false
HG01816	CDX	EAS	false	true	7	false
HG01817	CDX	EAS	true	false	6	false
HG01840	KHV	EAS	false	false	4	false
HG01841	KHV	EAS	true	true	5	false
HG01842	KHV	EAS	false	false	2	false
HG01843	KHV	EAS	true	true	3	false
HG01844	KHV	EAS	false	false	5	false
HG01845	KHV	EAS	true	true	4	false
HG01846	KHV	EAS	false	true	2	false
HG01847	KHV	EAS	true	false	5	false
HG01848	KHV	EAS	true	false	4	false
HG01849	KHV	EAS	false	true	6	false
HG01850	KHV	EAS	true	true	4	false
HG01851	KHV	EAS	true	false	0	false
HG01852	KHV	EAS	false	false	6	false
HG01853	KHV	EAS	true	false	2	false
HG01855	KHV	EAS	true	false	6	false
HG01857	KHV	EAS	true	true	7	false
HG01858	KHV	EAS	true	false	4	false
HG01859	KHV	EAS	true	true	3	false
HG01860	KHV	EAS	false	false	4	false
HG01861	KHV	EAS	false	false	4	false
HG01862	KHV	EAS	true	false	3	false
HG01863	KHV	EAS	true	false	6	false
HG01864	KHV	EAS	false	false	6	false
HG01865	KHV	EAS	false	false	6	false
HG01866	KHV	EAS	false	true	4	false
HG01867	KHV	EAS	false	false	4	false
HG01868	KHV	EAS	true	false	4	false
HG01869	KHV	EAS	true	true	5	false
HG01870	KHV	EAS	true	false	6	false
HG01871	KHV	EAS	true	true	3	false
HG01872	KHV	EAS	false	true	3	false
HG01873	KHV	EAS	false	true	3	false
HG01874	KHV	EAS	true	false	7	false
HG01878	KHV	EAS	true	false	5	false
HG01879	ACB	AFR	false	false	3	false
HG01880	ACB	AFR	true	false	3	false
HG01881	ACB	AFR	true	true	1	false
HG01882	ACB	AFR	false	true	6	false
HG01883	ACB	AFR	true	true	6	false
HG01884	ACB	AFR	true	false	3	false
HG01885	ACB	AFR	false	false	5	false
HG01886	ACB	AFR	true	true	2	false
HG01887	ACB	AFR	false	false	5	false
HG01888	ACB	AFR	false	true	2	false
HG01889	ACB	AFR	true	true	4	false
HG01890	ACB	AFR	false	false	1	false
HG01891	ACB	AFR	true	true	2	false
HG01892	PEL	AMR	false	false	3	false
HG01893	PEL	AMR	true	false	5	false
HG01894	ACB	AFR	true	false	2	false
HG01895	ACB	AFR	false	true	3	false
HG01896	ACB	AFR	true	true	4	false
HG01897	ACB	AFR	false	true	4	false
HG01898	PEL	AMR	true	false	3	false
HG01912	ACB	AFR	false	false	5	false
HG01914	ACB	AFR	false	true	4	false
HG01915	ACB	AFR	true	true	3	false
HG01916	ACB	AFR	true	true	2	false
HG01917	PEL	AMR	false	true	8	false
HG01918	PEL	AMR	true	false	3	false
HG01919	PEL	AMR	true	false	2	false
HG01920	PEL	AMR	false	false	3	false
HG01921	PEL	AMR	true	true	4	false
HG01922	PEL	AMR	true	false	3	false
HG01923	PEL	AMR	false	true	2	false
HG01924	PEL	AMR	true	true	5	false
HG01925	PEL	AMR	true	true	2	false
HG01926	PEL	AMR	false	false	5	false
HG01927	PEL	AMR	true	true	6	false
HG01928	PEL	AMR	false	true	5	false
HG01932	PEL	AMR	false	false	2	false
HG01933	PEL	AMR	true	true	4	false
HG01934	PEL	AMR	false	true	5	false
HG01935	PEL	AMR	false	false	3	false
HG01936	PEL	AMR	true	false	5	false
HG01937	PEL	AMR	false	false	5	false
HG01938	PEL	AMR	false	true	4	false
HG01939	PEL	AMR	true	false	6	false
HG01940	PEL	AMR	true	true	2	false
HG01941	PEL	AMR	false	false	1	false
HG01942	PEL	AMR	true	true	5	false
HG01943	PEL	AMR	false	true	4	false
HG01944	PEL	AMR	false	true	5	false
HG01945	PEL	AMR	true	true	4	false
HG01946	PEL	AMR	false	true	2	false
HG01947	PEL	AMR	false	true	6	false
HG01948	PEL	AMR	true	false	3	false
HG01949	PEL	AMR	true	false	1	false
HG01950	PEL	AMR	false	false	2	false
HG01951	PEL	AMR	true	false	3	false
HG01952	PEL	AMR	false	true	3	false
HG01953	PEL	AMR	false	false	5	false
HG01954	PEL	AMR	true	false	3	false
HG01955	PEL	AMR	true	false	5	false
HG01956	ACB	AFR	true	false	4	false
HG01958	ACB	AFR	true	false	5	false
HG01959	ACB	AFR	true	true	5	true
HG01960	ACB	AFR	true	true	3	false
HG01961	PEL	AMR	false	false	4	false
HG01965	PEL	AMR	true	true	6	false
HG01967	PEL	AMR	false	false	3	false
HG01968	PEL	AMR	true	false	4	false
HG01969	PEL	AMR	true	false	4	false
HG01970	PEL	AMR	false	false	5	true
HG01971	PEL	AMR	true	false	5	false
HG01972	PEL	AMR	true	false	5	false
HG01973	PEL	AMR	true	true	6	false
HG01974	PEL	AMR	false	false	6	false
HG01975	PEL	AMR	true	false	7	false
HG01976	PEL	AMR	true	false	6	false
HG01977	PEL	AMR	false	false	5	false
HG01978	PEL	AMR	true	false	4	false
HG01979	PEL	AMR	false	true	5	false
HG01980	PEL	AMR	true	true	4	false
HG01981	PEL	AMR	true	false	4	false
HG01982	PEL	AMR	false	false	1	false
HG01983	PEL	AMR	true	true	6	false
HG01984	PEL	AMR	false	true	2	false
HG01985	ACB	AFR	true	false	3	false
HG01986	ACB	AFR	false	false	1	false
HG01987	ACB	AFR	false	true	7	false
HG01988	ACB	AFR	false	true	5	false
HG01989	ACB	AFR	true	false	4	false
HG01990	ACB	AFR	false	true	5	false
HG01991	PEL	AMR	false	false	6	false
HG01992	PEL	AMR	true	true	6	false
HG01993	PEL	AMR	true	true	6	false
HG01995	PEL	AMR	true	true	1	false
HG01997	PEL	AMR	true	false	3	false
HG01998	PEL	AMR	false	false	2	false
HG02002	PEL	AMR	false	false	2	false
HG02003	PEL	AMR	true	false	3	false
HG02004	PEL	AMR	true	true	4	false
HG02006	PEL	AMR	true	false	7	false
HG02008	PEL	AMR	false	true	6	false
HG02009	ACB	AFR	false	true	5	false
HG02010	ACB	AFR	true	true	4	false
HG02011	ACB	AFR	false	true	4	false
HG02012	ACB	AFR	true	false	6	false
HG02013	ACB	AFR	false	true	4	false
HG02014	ACB	AFR	false	true	7	false
HG02015	KHV	EAS	false	false	2	false
HG02016	KHV	EAS	true	true	4	false
HG02017	KHV	EAS	false	true	3	false
HG02018	KHV	EAS	true	true	7	false
HG02019	KHV	EAS	true	false	4	false
HG02020	KHV	EAS	false	false	5	false
HG02021	KHV	EAS	false	true	4	false
HG02023	KHV	EAS	false	true	4	false
HG02024	KHV	EAS	true	false	7	true
HG02025	KHV	EAS	true	false	2	false
HG02026	KHV	EAS	false	false	3	false
HG02027	KHV	EAS	false	false	3	false
HG02028	KHV	EAS	true	true	2	false
HG02029	KHV	EAS	false	true	2	false
HG02030	KHV	EAS	false	true	7	false
HG02031	KHV	EAS	true	false	2	false
HG02032	KHV	EAS	false	true	2	false
HG02035	KHV	EAS	false	false	2	false
HG02040	KHV	EAS	false	true	5	false
HG02046	KHV	EAS	true	false	2	false
HG02047	KHV	EAS	false	true	7	false
HG02048	KHV	EAS	true	true	6	false
HG02049	KHV	EAS	true	true	5	false
HG02050	KHV	EAS	false	true	5	false
HG02051	ACB	AFR	false	false	5	false
HG02052	ACB	AFR	true	true	6	false
HG02053	ACB	AFR	false	true	5	false
HG02054	ACB	AFR	true	true	4	false
HG02055	ACB	AFR	false	true	8	false
HG02056	KHV	EAS	false	false	3	false
HG02057	KHV	EAS	true	true	3	false
HG02058	KHV	EAS	false	false	2	false
HG02059	KHV	EAS	true	false	5	false
HG02060	KHV	EAS	true	false	4	false
HG02061	KHV	EAS	false	true	3	false
HG02064	KHV	EAS	false	false	6	false
HG02067	KHV	EAS	false	true	3	false
HG02068	KHV	EAS	true	false	3	false
HG02069	KHV	EAS	true	false	4	false
HG02070	KHV	EAS	false	true	5	false
HG02071	KHV	EAS	false	true	5	false
HG02072	KHV	EAS	true	false	4	false
HG02073	KHV	EAS	false	true	5	false
HG02074	KHV	EAS	false	true	3	false
HG02075	KHV	EAS	true	true	3	false
HG02076	KHV	EAS	false	false	3	false
HG02077	KHV	EAS	false	false	6	false
HG02078	KHV	EAS	true	true	4	false
HG02079	KHV	EAS	false	true	4	false
HG02080	KHV	EAS	true	true	4	false
HG02081	KHV	EAS	true	false	1	false
HG02082	KHV	EAS	false	false	7	false
HG02083	KHV	EAS	false	true	6	false
HG02084	KHV	EAS	true	false	4	false
HG02085	KHV	EAS	false	false	4	false
HG02086	KHV	EAS	true	true	4	false
HG02087	KHV	EAS	true	true	5	false
HG02088	KHV	EAS	false	true	6	false
HG02089	PEL	AMR	true	true	5	false
HG02090	PEL	AMR	false	true	2	false
HG02091	PEL	AMR	true	true	5	false
HG02095	ACB	AFR	true	false	4	false
HG02102	PEL	AMR	true	false	5	false
HG02104	PEL	AMR	false	true	7	false
HG02105	PEL	AMR	true	true	8	false
HG02106	PEL	AMR	true	true	3	false
HG02107	ACB	AFR	false	false	6	false
HG02108	ACB	AFR	true	true	3	false
HG02111	ACB	AFR	true	true	2	false
HG02113	KHV	EAS	true	true	2	false
HG02116	KHV	EAS	false	true	8	false
HG02120	KHV	EAS	false	true	2	false
HG02121	KHV	EAS	true	true	6	false
HG02122	KHV	EAS	false	true	3	false
HG02126	KHV	EAS	true	false	4	false
HG02127	KHV	EAS	true	true	2	false
HG02128	KHV	EAS	false	false	3	false
HG02129	KHV	EAS	false	false	4	false
HG02130	KHV	EAS	true	true	4	true
HG02131	KHV	EAS	false	false	4	false
HG02132	KHV	EAS	false	false	4	false
HG02133	KHV	EAS	true	true	6	false
HG02134	KHV	EAS	false	true	4	false
HG02135	KHV	EAS	false	false	4	false
HG02136	KHV	EAS	true	false	4	false
HG02137	KHV	EAS	false	false	4	false
HG02138	KHV	EAS	false	true	6	false
HG02139	KHV	EAS	true	false	5	false
HG02140	KHV	EAS	true	true	4	false
HG02141	KHV	EAS	false	false	1	false
HG02142	KHV	EAS	true	true	3	false
HG02143	ACB	AFR	false	true	2	false
HG02144	ACB	AFR	true	true	4	false
HG02145	ACB	AFR	false	true	3	false
HG02146	PEL	AMR	false	false	5	false
HG02147	PEL	AMR	true	false	2	false
HG02148	PEL	AMR	true	true	3	false
HG02150	PEL	AMR	false	false	2	false
HG02151	CDX	EAS	true	false	4	false
HG02152	CDX	EAS	true	true	4	false
HG02153	CDX	EAS	true	false	6	false
HG02154	CDX	EAS	true	true	7	false
HG02155	CDX	EAS	true	false	4	false
HG02156	CDX	EAS	true	true	6	false
HG02164	CDX	EAS	true	true	7	false
HG02165	CDX	EAS	true	false	5	true
HG02166	CDX	EAS	true	true	4	false
HG02168	CDX	EAS	true	false	6	false
HG02169	CDX	EAS	true	true	5	false
HG02170	CDX	EAS	true	false	4	false
HG02173	CDX	EAS	true	false	5	false
HG02176	CDX	EAS	true	false	2	false
HG02178	CDX	EAS	true	true	5	false
HG02179	CDX	EAS	true	true	1	false
HG02180	CDX	EAS	true	false	1	false
HG02181	CDX	EAS	true	true	3	false
HG02182	CDX	EAS	true	true	5	false
HG02184	CDX	EAS	true	true	3	false
HG02185	CDX	EAS	true	true	5	false
HG02186	CDX	EAS	true	false	5	false
HG02187	CDX	EAS	true	true	5	false
HG02188	CDX	EAS	true	false	7	false
HG02189	CDX	EAS	true	true	5	false
HG02190	CDX	EAS	true	true	5	false
HG02215	GBR	EUR	true	true	7	false
HG02217	IBS	EUR	true	false	4	false
HG02218	IBS	EUR	true	false	7	false
HG02219	IBS	EUR	false	false	8	false
HG02220	IBS	EUR	true	true	4	false
HG02221	IBS	EUR	false	true	5	false
HG02222	IBS	EUR	true	true	8	false
HG02223	IBS	EUR	true	true	3	false
HG02224	IBS	EUR	false	true	4	false
HG02225	IBS	EUR	true	false	0	false
HG02229	IBS	EUR	true	false	5	true
HG02230	IBS	EUR	true	false	3	false
HG02231	IBS	EUR	false	false	2	false
HG02232	IBS	EUR	true	true	2	false
HG02233	IBS	EUR	false	false	3	false
HG02234	IBS	EUR	false	true	2	false
HG02235	IBS	EUR	true	true	5	false
HG02236	IBS	EUR	false	true	6	false
HG02237	IBS	EUR	true	false	5	false
HG02238	IBS	EUR	false	false	4	false
HG02239	IBS	EUR	true	true	5	false
HG02240	IBS	EUR	true	true	3	false
HG02250	CDX	EAS	false	true	7	false
HG02252	PEL	AMR	true	true	3	false
HG02253	PEL	AMR	false	false	5	false
HG02254	PEL	AMR	true	false	2	false
HG02255	ACB	AFR	false	true	5	false
HG02256	ACB	AFR	true	true	4	false
HG02257	ACB	AFR	true	true	4	false
HG02258	ACB	AFR	false	true	2	false
HG02259	PEL	AMR	false	true	6	false
HG02260	PEL	AMR	true	true	2	false
HG02261	PEL	AMR	false	true	3	false
HG02262	PEL	AMR	false	true	5	false
HG02265	PEL	AMR	false	true	5	false
HG02266	PEL	AMR	true	false	1	false
HG02267	PEL	AMR	true	true	4	false
HG02271	PEL	AMR	false	true	6	false
HG02272	PEL	AMR	true	true	7	false
HG02273	PEL	AMR	true	false	6	false
HG02274	PEL	AMR	false	true	4	false
HG02275	PEL	AMR	true	false	4	false
HG02276	PEL	AMR	true	true	4	false
HG02277	PEL	AMR	false	true	8	false
HG02278	PEL	AMR	true	true	5	false
HG02279	PEL	AMR	false	true	6	false
HG02280	ACB	AFR	true	true	3	false
HG02281	ACB	AFR	false	true	3	false
HG02282	ACB	AFR	true	true	4	false
HG02283	ACB	AFR	false	false	4	false
HG02284	ACB	AFR	false	true	3	false
HG02285	PEL	AMR	false	true	7	false
HG02286	PEL	AMR	true	true	0	false
HG02287	PEL	AMR	true	false	3	false
HG02288	PEL	AMR	false	false	6	false
HG02291	PEL	AMR	false	true	7	false
HG02292	PEL	AMR	true	false	1	false
HG02293	PEL	AMR	true	true	4	false
HG02298	PEL	AMR	true	true	5	false
HG02299	PEL	AMR	false	true	7	false
HG02300	PEL	AMR	false	true	4	false
HG02301	PEL	AMR	true	false	6	false
HG02302	PEL	AMR	false	false	7	false
HG02303	PEL	AMR	true	true	5	false
HG02304	PEL	AMR	false	true	3	false
HG02307	ACB	AFR	false	false	4	false
HG02308	ACB	AFR	true	false	2	false
HG02309	ACB	AFR	true	true	2	false
HG02312	PEL	AMR	true	false	7	false
HG02314	ACB	AFR	false	false	3	false
HG02315	ACB	AFR	true	true	4	false
HG02316	ACB	AFR	false	true	3	false
HG02317	ACB	AFR	false	true	5	false
HG02318	ACB	AFR	true	true	3	false
HG02321	ACB	AFR	true	false	5	false
HG02322	ACB	AFR	true	false	3	false
HG02323	ACB	AFR	false	false	0	false
HG02325	ACB	AFR	true	true	2	false
HG02330	ACB	AFR	false	true	3	false
HG02332	ACB	AFR	false	false	5	false
HG02334	ACB	AFR	false	true	1	false
HG02337	ACB	AFR	true	false	4	false
HG02339	ACB	AFR	true	true	7	false
HG02343	ACB	AFR	false	true	2	true
HG02344	PEL	AMR	false	true	3	false
HG02345	PEL	AMR	true	false	3	false
HG02347	PEL	AMR	false	false	6	false
HG02348	PEL	AMR	true	true	4	false
HG02351	CDX	EAS	false	false	4	false
HG02353	CDX	EAS	false	false	2	false
HG02355	CDX	EAS	false	true	3	false
HG02356	CDX	EAS	false	true	3	false
HG02358	CDX	EAS	false	false	4	false
HG02360	CDX	EAS	false	true	4	false
HG02363	CDX	EAS	false	false	5	false
HG02364	CDX	EAS	false	false	5	false
HG02367	CDX	EAS	false	true	4	false
HG02371	CDX	EAS	false	false	3	false
HG02372	CDX	EAS	false	false	6	false
HG02373	CDX	EAS	false	true	5	false
HG02374	CDX	EAS	false	true	0	false
HG02375	CDX	EAS	false	false	3	false
HG02377	CDX	EAS	false	true	1	false
HG02379	CDX	EAS	false	true	4	false
HG02380	CDX	EAS	false	true	0	false
HG02381	CDX	EAS	false	true	6	false
HG02382	CDX	EAS	false	true	5	false
HG02383	CDX	EAS	false	false	5	false
HG02384	CDX	EAS	false	true	5	false
HG02385	CDX	EAS	false	true	3	false
HG02386	CDX	EAS	false	true	6	false
HG02387	CDX	EAS	false	true	5	false
HG02388	CDX	EAS	false	false	4	false
HG02389	CDX	EAS	false	false	5	true
HG02390	CDX	EAS	false	true	5	true
HG02391	CDX	EAS	false	true	5	false
HG02392	CDX	EAS	false	false	7	false
HG02394	CDX	EAS	false	true	3	false
HG02395	CDX	EAS	false	true	4	false
HG02396	CDX	EAS	false	true	4	false
HG02397	CDX	EAS	false	false	7	false
HG02398	CDX	EAS	false	true	0	false
HG02399	CDX	EAS	false	true	3	false
HG02401	CDX	EAS	false	false	3	false
HG02402	CDX	EAS	false	false	4	false
HG02405	CDX	EAS	false	false	3	false
HG02406	CDX	EAS	false	false	5	false
HG02407	CDX	EAS	false	false	3	false
HG02408	CDX	EAS	false	true	9	false
HG02409	CDX	EAS	false	true	2	false
HG02410	CDX	EAS	false	true	1	false
HG02415	PEL	AMR	true	false	6	false
HG02419	ACB	AFR	true	false	2	false
HG02420	ACB	AFR	false	false	8	false
HG02425	PEL	AMR	true	false	5	false
HG02427	ACB	AFR	true	false	4	false
HG02428	ACB	AFR	false	false	3	false
HG02429	ACB	AFR	false	false	3	false
HG02433	ACB	AFR	false	true	3	false
HG02436	ACB	AFR	false	false	3	false
HG02439	ACB	AFR	false	false	3	false
HG02442	ACB	AFR	false	false	4	false
HG02445	ACB	AFR	false	false	2	false
HG02449	ACB	AFR	false	true	4	false
HG02450	ACB	AFR	true	false	4	false
HG02451	ACB	AFR	true	false	3	true
HG02455	ACB	AFR	false	true	4	false
HG02461	GWD	AFR	false	false	6	false
HG02462	GWD	AFR	true	true	3	false
HG02463	GWD	AFR	false	true	4	false
HG02464	GWD	AFR	false	false	3	false
HG02465	GWD	AFR	true	true	5	false
HG02466	GWD	AFR	false	false	5	false
HG02470	ACB	AFR	false	true	4	false
HG02471	ACB	AFR	true	true	2	false
HG02476	ACB	AFR	true	false	3	false
HG02477	ACB	AFR	true	true	3	false
HG02478	ACB	AFR	false	true	1	false
HG02479	ACB	AFR	true	true	4	false
HG02480	ACB	AFR	true	false	3	false
HG02481	ACB	AFR	false	false	4	false
HG02484	ACB	AFR	false	true	1	false
HG02485	ACB	AFR	true	true	4	false
HG02486	ACB	AFR	false	false	3	false
HG02489	ACB	AFR	false	true	6	false
HG02490	PJL	SAS	false	true	5	false
HG02491	PJL	SAS	true	true	5	false
HG02492	PJL	SAS	false	false	4	false
HG02493	PJL	SAS	false	true	7	false
HG02494	PJL	SAS	true	true	2	false
HG02495	PJL	SAS	true	true	4	false
HG02496	ACB	AFR	false	true	3	false
HG02497	ACB	AFR	true	true	2	false
HG02501	ACB	AFR	false	false	4	false
HG02502	ACB	AFR	true	false	2	false
HG02505	ACB	AFR	true	false	5	false
HG02508	ACB	AFR	true	true	3	false
HG02511	ACB	AFR	true	false	3	false
HG02512	KHV	EAS	false	false	5	false
HG02513	KHV	EAS	true	false	4	false
HG02514	KHV	EAS	false	true	4	false
HG02521	KHV	EAS	false	false	6	false
HG02522	KHV	EAS	true	true	4	false
